run_id,electricity_demand_multiplier_tx,natural_gas_price_west_south_central,battery_capcost,battery_capcost_energy,coal_igcc_capcost,coal_igcc_fom,coal_igcc_vom,coal_new_capcost,coal_new_fom,coal_new_vom,coal_ccs_capcost,coal_ccs_fom,coal_ccs_vom,coal_ccs_heatrate,csp_capcost,csp_fom,csp_vom,gas_cc_capcost,gas_cc_fom,gas_cc_vom,gas_cc_heatrate,gas_ccs_capcost,gas_ccs_fom,gas_ccs_vom,gas_ccs_heatrate,nuclear_capcost,nuclear_fom,nuclear_vom,cf_mult_shared_offshore_wind_fixed_and_floating,offshore_wind_fixed_overnight_cap_cost,offshore_wind_fixed_fixed_oandm,offshore_wind_floating_overnight_cap_cost,offshore_wind_floating_fixed_oandm,onshore_wind_cf_mult,onshore_wind_overnight_cap_cost_kw,onshore_wind_fixed_oandm_kw_yr,upv_capcost,upv_fom,upv_cf_improvement,trajectory,step,changed_factor
47,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,0.98448,0.9863,0.9853,0.99346,0.9721,1.0427199999999999,0.9402,0.7963,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,0.98062,1.0245199999999999,1.0062,0.9031,0.98172,1,7,csp_vom
48,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,0.98448,0.9863,0.9853,0.99346,0.9721,1.0427199999999999,0.9402,0.7963,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,8,onshore_wind_overnight_cap_cost_kw
49,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,0.98448,0.9863,0.9853,1.0327,0.9721,1.0427199999999999,0.9402,0.7963,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,9,coal_ccs_capcost
50,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,0.98448,0.9863,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,0.7963,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,10,coal_new_vom
51,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,0.98448,0.9863,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,11,csp_capcost
52,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,0.9863,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,0.7848,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,12,coal_new_capcost
53,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,0.9863,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,0.9937,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,13,offshore_wind_fixed_overnight_cap_cost
54,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,0.9863,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,14,gas_cc_vom
55,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,0.955,0.7574,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,15,coal_new_fom
56,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,0.955,1.17362,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,16,nuclear_capcost
57,0.97478,0.8940600000000001,0.6590199999999999,1.04996,0.9709,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,1.009,1.17362,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,17,gas_ccs_heatrate
58,0.97478,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,1.009,1.17362,0.89828,1.0000200000000001,0.9986,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,18,coal_igcc_capcost
59,0.97478,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,1.009,1.17362,0.89828,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,19,cf_mult_shared_offshore_wind_fixed_and_floating
60,0.97478,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,0.9721,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,20,nuclear_fom
61,0.97478,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,0.9772400000000001,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,21,coal_ccs_fom
62,0.97478,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,22,gas_ccs_vom
63,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,0.9257599999999999,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,23,electricity_demand_multiplier_tx
64,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,0.9212,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,24,csp_fom
65,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,0.98356,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,25,offshore_wind_fixed_fixed_oandm
66,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.0062,0.9031,0.98172,1,26,coal_igcc_vom
67,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,0.9031,0.98172,1,27,upv_capcost
68,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,0.6924,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,28,upv_fom
69,1.02542,0.8940600000000001,0.6590199999999999,1.04996,1.00618,0.99472,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,29,offshore_wind_floating_overnight_cap_cost
70,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,0.99472,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,30,natural_gas_price_west_south_central
71,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,0.9731,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,31,coal_igcc_fom
72,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,1.00544,0.8747,0.9143,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,32,gas_cc_heatrate
73,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,0.9402,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,1.00544,0.8747,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,33,gas_ccs_fom
74,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,1.00544,0.8747,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,34,coal_ccs_heatrate
75,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,1.00544,1.02506,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,0.98172,1,35,gas_ccs_capcost
76,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,0.9945200000000001,1.0522,1.0327,1.00544,1.02506,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,1.0458,1,36,upv_cf_improvement
77,1.02542,1.55754,0.6590199999999999,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,1.0277,1.0522,1.0327,1.00544,1.02506,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,1.0458,1,37,gas_cc_capcost
78,1.02542,1.55754,0.97888,1.04996,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,1.0277,1.0522,1.0327,1.00544,1.02506,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,1.0458,1,38,battery_capcost
79,1.02542,1.55754,0.97888,1.4063,1.00618,1.0282,1.01704,1.0165199999999999,1.0139,1.00336,1.0327,1.00564,1.0427199999999999,1.01148,1.2450400000000001,1.24034,1.16084,1.0277,1.0522,1.0327,1.00544,1.02506,1.0856000000000001,1.1144,1.009,1.17362,1.1657,1.0000200000000001,1.0529,1.1073,1.0466000000000002,1.16532,1.1175,1.0634,1.10728,1.0245199999999999,1.1781,1.04116,1.0458,1,39,battery_capcost_energy
80,0.99166,1.11522,0.76564,0.8124,0.9709,0.99472,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,0.98772,0.94588,0.9257599999999999,1.03568,0.9724,0.99088,0.9677,0.9731,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,0,
81,0.99166,1.7787,0.76564,0.8124,0.9709,0.99472,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,0.98772,0.94588,0.9257599999999999,1.03568,0.9724,0.99088,0.9677,0.9731,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,1,natural_gas_price_west_south_central
82,0.99166,1.7787,0.76564,0.8124,0.9709,0.99472,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,0.98772,0.94588,0.9257599999999999,1.03568,0.9724,0.99088,0.9677,1.00544,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,2,gas_cc_heatrate
83,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,0.98772,0.94588,0.9257599999999999,1.03568,0.9724,0.99088,0.9677,1.00544,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,3,coal_igcc_fom
84,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,0.98772,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,4,gas_cc_fom
85,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,0.8572,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,5,coal_ccs_heatrate
86,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,0.9751599999999999,1.02284,0.8218,0.8916,0.99514,0.98172,2,6,gas_ccs_fom
87,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,0.9288,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,7,onshore_wind_cf_mult
88,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,0.9724,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,1.01424,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,8,coal_ccs_vom
89,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,1.00588,0.9738,0.9954999999999999,0.9853,0.99346,0.99446,1.01424,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,9,coal_igcc_vom
90,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,0.99346,0.99446,1.01424,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.0076800000000001,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,10,coal_new_fom
91,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,0.99346,0.99446,1.01424,1.059,0.94588,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,11,offshore_wind_floating_overnight_cap_cost
92,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,0.99346,0.99446,1.01424,1.059,1.3946200000000002,0.9257599999999999,1.03568,0.9724,1.0522,0.9677,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,12,csp_capcost
93,0.99166,1.7787,0.76564,0.8124,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,0.99346,0.99446,1.01424,1.059,1.3946200000000002,0.9257599999999999,1.03568,0.9724,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,13,gas_cc_vom
94,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,0.99346,0.99446,1.01424,1.059,1.3946200000000002,0.9257599999999999,1.03568,0.9724,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,14,battery_capcost_energy
95,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,0.9257599999999999,1.03568,0.9724,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,15,coal_ccs_capcost
96,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,0.9724,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,16,csp_fom
97,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,0.9738,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,17,gas_cc_capcost
98,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,1.0058399999999998,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,0.93152,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,18,coal_new_capcost
99,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,1.0058399999999998,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,1.06868,0.955,0.8961399999999999,0.72,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,19,gas_ccs_vom
100,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,1.0058399999999998,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,1.06868,0.955,0.8961399999999999,0.98742,0.6786,0.9805,0.8923000000000001,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,20,nuclear_fom
101,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,1.0058399999999998,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,1.06868,0.955,0.8961399999999999,0.98742,0.6786,0.9805,1.2148,0.9212,1.4806,0.95478,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,21,offshore_wind_fixed_overnight_cap_cost
102,0.99166,1.7787,0.76564,1.1687400000000001,0.9709,1.0282,1.00588,1.0058399999999998,1.0231,0.9853,1.0327,0.99446,1.01424,1.059,1.3946200000000002,1.24034,1.03568,1.0055800000000001,1.0522,1.0067,1.00544,0.8747,1.0285,1.06868,0.955,0.8961399999999999,0.98742,0.6786,0.9805,1.2148,0.9212,1.4806,1.0768199999999999,1.04134,1.02284,0.8218,0.8916,0.99514,0.98172,2,22,offshore_wind_floating_fixed_oandm
